x,ell,reference_mp,forward_double,backward_double,abs_error_forward,rel_error_forward,abs_error_backward,rel_error_backward
0.5,28,-0.113838402812526884311239427916,-1.13838402812526857e-01,1.76745019195208153e+00,2.77555756156289135e-17,2.43815574796299443e-16,1.88128859476460830e+00,1.65259573947359506e+01
0.5,29,0.0404796869645777657176211050682,4.04796869645777518e-02,1.74152343468549642e+00,1.38777878078144568e-17,3.42833377638477802e-16,1.70104374772091860e+00,4.20221566735295511e+01
0.5,30,0.149848814900610791123192200303,1.49848814900610749e-01,3.96285855372578537e-03,4.16333634234433703e-17,2.77835787030129313e-16,1.45885956346885004e-01,9.73554288324841255e-01
0.5,31,0.108258007920364392184797708296,1.08258007920364357e-01,-1.68144631789278209e+00,3.46944695195361419e-17,3.20479474784514044e-16,1.78970432581314642e+00,1.65318424031012086e+01
0.5,32,-0.0385995628883580053436821999391,-3.85995628883580022e-02,-1.65901273839962915e+00,3.14418630020796286e-18,8.14565260570937470e-17,1.62041317551127118e+00,4.19800913341431396e+01
0.5,33,-0.142992183252221082532824186773,-1.42992183252221045e-01,-3.38278258845242565e-03,3.80012861456169304e-17,2.65757786763680739e-16,1.39609400663768646e-01,9.76342884544355805e-01
0.5,34,-0.103425075400988002603179342909,-1.03425075400987970e-01,1.60688521030807663e+00,3.23498823215362385e-17,3.12785677903670222e-16,1.71031028570906463e+00,1.65367081346379798e+01
0.5,35,0.0369591179783265918944667148549,3.69591179783265722e-02,1.58721583896102914e+00,1.96985982213460087e-17,5.32983450332813025e-16,1.55025672098270251e+00,4.19451763402957170e+01
0.5,36,0.136997953535143725093467927199,1.36997953535143657e-01,2.92166450927365236e-03,6.78380217126496599e-17,4.95175438480162066e-16,1.34076289025870071e-01,9.78673663117718307e-01
0.5,37,0.0991864069408915853435345299453,9.91864069408915361e-02,-1.54143593102725851e+00,4.92553893993111919e-17,4.96594149525590580e-16,1.64062233796815016e+00,1.65407981654769536e+01
0.5,38,-0.0355114215925495625809412745632,-3.55114215925495663e-02,-1.52399865790435074e+00,3.73636820945712558e-18,1.05215957061010209e-16,1.48848723631180113e+00,4.19157321661291036e+01
0.5,39,-0.131699312694026625703091056631,-1.31699312694026571e-01,-2.54828077645323069e-03,5.44454249649343070e-17,4.13407054685439825e-16,1.29151031917573406e-01,9.80650766322724965e-01
0.5,40,-0.0954294352326154693653846757238,-9.54294352326154061e-02,1.48338226418999475e+00,6.33058759754144697e-17,6.63378923087014711e-16,1.57881169942261024e+00,1.65442842197918694e+01
0.5,41,0.0342214727034180126542820219127,3.42214727034180349e-02,1.46777836416470531e+00,2.22787052464356854e-17,6.51015385559678292e-16,1.43355689146128729e+00,4.18905668930520605e+01
0.5,42,0.12697138004116861355079703843,1.26971380041168563e-01,2.24117335822584390e-03,5.01934515050254215e-17,3.95313112992478507e-16,1.24730206682942768e-01,9.82348987956977560e-01
0.5,43,0.0920693441443281289402099816962,9.20693441443280469e-02,-1.43142887039983813e+00,8.20207978365524715e-17,8.90858934630581012e-16,1.52349821454416623e+00,1.65472908350028725e+01
0.5,44,-0.0330625652611812903132986011068,-3.30625652611813287e-02,-1.41735287083628769e+00,3.83441374393233754e-17,1.15974477891899009e-15,1.38429030557510635e+00,4.18688112867152427e+01
0.5,45,-0.122718562143844557606911709864,-1.22718562143844523e-01,-1.98516565826533991e-03,3.47243374992658744e-17,2.82959129349672019e-16,1.20733396485579222e-01,9.83823427983629539e-01
0.5,46,-0.0890408508867775936307836032394,-8.90408508867775172e-02,1.38457726413438853e+00,7.63828338718123050e-17,8.57840340822203679e-16,1.47361811502116602e+00,1.65499105224745300e+01
